Gender,Ethnicity,Age,Condition,Manipulation,Magnitude,Choice,Justification
Female,Hispanic,19,3,1,2,75.0,
Female,Caucasian,42,3,1,2,100.0,
Female,Caucasian,35,3,1,2,500.0,
Female,Caucasian,19,3,1,2,60.0,
Male,Caucasian,31,3,1,2,60.0,
Male,Caucasian,39,3,1,2,250.0,
Male,Caucasian,33,3,1,2,55.0,
Female,African American,24,3,1,2,100.0,
Female,Caucasian,23,3,1,2,100.0,
Male,Caucasian,45,3,1,2,100.0,
Female,Caucasian,26,3,1,2,60.0,
Male,Caucasian,27,3,1,2,100.0,
Female,Caucasian,31,3,1,2,55.0,
Female,Caucasian,25,3,1,2,75.0,
Female,Hispanic,23,3,1,2,100.0,
Female,Caucasian,28,3,1,2,100.0,
Female,Caucasian,31,3,1,2,70.0,
Female,Caucasian,22,3,1,2,150.0,
Female,Caucasian,42,3,1,2,100.0,
Female,Caucasian,23,3,1,2,70.0,
Male,Native American,30,3,1,2,100.0,
Male,Other,58,3,1,2,60.0,
Female,Caucasian,27,3,1,2,150.0,
Female,Caucasian,47,3,1,2,100.0,
Female,Caucasian,45,3,1,2,100.0,
Female,Asian American,21,3,1,2,100.0,
Female,Caucasian,54,3,1,2,100.0,
Male,Caucasian,55,3,1,2,5000.0,
Male,Caucasian,52,3,1,2,60.0,
Female,Asian American,54,3,1,2,60.0,
Female,Caucasian,39,3,1,2,75.0,
Male,Caucasian,25,3,1,2,100.0,
Female,Caucasian,30,3,1,2,100.0,
Male,Caucasian,42,3,1,2,100.0,
Male,Caucasian,22,3,1,2,200.0,
Male,Caucasian,20,3,1,2,100.0,
Male,Caucasian,26,3,1,2,75.0,
Male,Caucasian,35,3,1,2,100.0,
Female,Caucasian,24,3,1,2,150.0,
Male,Caucasian,25,3,1,2,60.0,
Male,Caucasian,39,3,1,2,1000.0,
Male,Caucasian,20,3,1,2,100.0,
Male,Caucasian,33,3,1,2,65.0,
Male,African American,23,3,1,2,75.0,
Female,Caucasian,52,3,1,2,100.0,
Female,African American,29,3,1,2,100.0,
Male,Caucasian,41,3,1,2,150.0,
Female,Caucasian,29,3,1,2,100.0,
Female,Caucasian,23,3,1,2,100.0,
Male,Caucasian,20,3,1,2,55.0,
Male,Caucasian,25,3,1,2,55.0,
Female,Caucasian,26,3,1,2,100.0,
Female,Caucasian,26,3,1,2,800.0,
Male,Caucasian,28,3,1,2,55.0,
Female,Hispanic,24,3,1,2,500.0,
Male,Caucasian,24,4,2,2,75.0,"If I had won the prize, I would most likely take the money right then and there, unless there was a 50% plus bonus for waiting the extra month, I'd rather take the money now, rather than chance that anything could happen that could lead to me not getting the money a month later (fear of the unknown). It probably sounds far fetched that something could happen in just one month that would render me unable to collect the winnings, but it's just about the luck that I seem to have."
Female,African American,28,4,2,2,200.0,I would need at least 200 to wait an additional month just because by the time a month  rolls around I will need more.
Female,Caucasian,29,4,2,2,70.0,I think I'd prefer waiting if I got at least $70. I could use $50 right now but getting at least $30 more would make it worth waiting.
Male,Caucasian,20,4,2,2,51.0,If I just won a raffle I would choose the option of waiting a month to receive a larger award of just one dollar more. Winning a raffle is something of luck and I would base any of my expense off of the probability I might win.
Male,Caucasian,55,4,2,2,51.0,I don't care if I don't get the money for a month.  Interest rates are so low it just doesn't make any difference.
Male,Caucasian,25,4,2,2,100.0,I work from april-october then I unemployed until april again. I chould really use the money RIGHT now and not in a month. So it would have to be at leaast double the 50$ for me to even consider wating for it.
Male,Caucasian,22,4,2,2,250.0,"The amount of money would have to be around 4 or 5 times greater, enough to reimburse for my utilities costs for the month that I waited. If I had taken the 50 dollars, it would have helped my expenses for that month. The amount would have to substantial and known beforehand as well."
Female,Caucasian,29,4,2,2,75.0,"It would need to be at least $75 for me to wait until next month. If it is too close to the amount , I would just rather have it now so I can spend it. "
Female,Hispanic,28,4,2,2,51.0,My answer would depend on the amount of the raffle.  I think in terms of a percentage and I would want 10% for the month.  So since the minimum is $50 I would say that The winnings would need to be $510 for the normal win and $551 to wait.
Female,Caucasian,33,4,2,2,55.0,"There's some uncertainty about a delayed payment, so the amount of extra money would have to be enough to offset the chance that the circumstances would change before the money was paid. "
Female,Caucasian,23,4,2,2,51.0,"If I was to get more in a month, I could wait being that I am not hurting for money, I would rather have the larger sum."
Female,African American,33,4,2,2,75.0,"$ 50 is too little of a sum to wait for, however I do not feel that I would need it right away so I would wait for 50%. $75 in 1 month."
Female,Caucasian,33,4,2,2,60.0,"I think that as long as I wasn't in desperate need of the $50 right away, that I would wait the month to get more.  I would say ideally, I would receive $60 after waiting 1 month, but could possibly go with any amount more than $50."
Male,Asian American,25,4,2,2,60.0,"It would probably be at least $60. I don't really need the money right now, but any less than $10 more wouldn't really seem like much of a difference to me. Of course, even $51 would be worth it strictly financially speaking since you're not going to get that kind of interest in month anywhere else."
Female,Caucasian,35,4,2,2,100.0,i would rather receive more in one month.  I dont think 50 dollars is much money and I can do without it for a month.  I would be willing to wait if i were to receive at least 100 dollars
Female,Caucasian,47,4,2,2,52.0,Anything that is more than the current interest rate is worth waiting for.  I feel this way because this money is a bonus.  I can wait a month for a larger bonus.
Female,Caucasian,32,4,2,2,100.0,I think it's an appropriate amount.  It would be like winning twice and it would be enough to compensate my husband and I both for waiting since we would be sharing the money.  
Male,Asian American,32,4,2,2,100.0,I would have to say 100 dollars because anything less than that is not worth waiting a month for
Male,Caucasian,48,4,2,2,75.0,"Well I'm on a fixed income, and a small one at that. I get paid once a month on the third. If I were to win this raffle at the beginning of the month I would probably wait and get more next month. I it was toward the end of the month and I was needing the money to hold me over until I got paid again I would probably take the $50 now."
Female,Caucasian,23,4,2,2,300.0,"$300 - Right now, I am in desperate need for money in order to pay my bills. $50 would help A LOT now. It would have to be a substantial increase in order to wait one month to receive the money."
Female,Caucasian,25,4,2,2,55.0,I have a decent income. I would be willing to wait a month for just a few more dollars. It would be better than interest from a savings account.
Male,Caucasian,28,4,2,2,60.0,"$60. It's just a month, why not wait a month for $10 more dollars? That's a free lunch, just for waiting."
Male,Caucasian,32,4,2,2,70.0,I would require at least 70 dollars to wait. As they say a bird in the hand is worth two in the bush so I would want some kind of gain if i waited. Also I could use the money right away.
Male,African American,27,4,2,2,51.0,"Well if I won a raffle and had that option, I would wait. Any money more than what I have is already a bonus , so I would definitely wait longer even if the amount was 1 dollar more."
Male,Caucasian,18,4,2,2,55.0,In my personal situation I would take extra money if the wait wasn't that long. At the end of the month the extra money would be a nice surprise.
Female,Caucasian,25,4,2,2,200.0,If it was $75 I would take the $50 now. If it was a substantial amount of money the 50 would probably do nothing for me and I would wait until I could receive the full amount.
Female,African American,27,4,2,2,150.0,"My reasoning is based on me wanting at least double, plus extra for waiting 30 whole days. SInce more money is guaranteed in a month, I think that waiting to receive more would be worth it ."
Male,Caucasian,30,4,2,2,100.0,For me to feel that the money is work waiting it at least has to be at least three digits because it makes me feel like I am making money on the deal.
Female,Caucasian,18,4,2,2,75.0,"Although waiting to receive the payment in one month in general is more attractive to me, I would have them add at least $25 dollars. This way, I would wait, and know I would have money coming, PLUS interest. "
Male,Caucasian,30,4,2,2,80.0,"If I had to wait a month, I'd require about $1.00 per day extra and since a month has about 30 days, I would require payment of $80 if I had to wait a month for the raffle prize."
Male,Caucasian,27,4,2,2,75.0,I would wait 1 month if it was 75 dollars or more.  The reason being is any less makes it not worth waiting
Female,Caucasian,22,4,2,2,100.0,"Wait for more in 1 month. When you choose to hastily do something, sell or buy, usually it turns out to be a bad impulsive decision. I think that taking the extra time to wait for your prize and then being rewarded with a little more is a great thing."
Female,Asian American,18,4,2,2,55.0,The money does not have to be larger by a lot because any free money is good no matter how much it is.
Female,Caucasian,20,4,2,2,300.0,i would say about 300 because that i believe would pay off from waiting and be able to pay bills with that.
Male,Hispanic,19,4,2,2,200.0,"it would have to be at least $200 for me to pass the fifty dollars and wait a month. I'd rather wait and get four times the amount later rather then now. I am good at investing money, I choose the route that ensures the greatest profit."
Female,Caucasian,31,4,2,2,100.0,"$100.  Doubling feels like an acceptable bonus for waiting, and it feels like I could really buy more with $100 over $50"
Male,Caucasian,27,4,2,2,51.0,"I would expect 51 dollars in a month.  51 dollars is 2% more than 50 dollars, which is a sizable increase.  These days, interest rates above 1.5% are hard to find, and that is over a year."
Male,Caucasian,19,4,2,2,65.0,"$15 dollars more, to make it 65 dollars. I figure i have just enough to pay for what i need right now, so i can afford waiting."
Male,Asian American,18,4,2,2,51.0,"I would take any amount over $50 in one month. I guess it would have to be at least $51, to make the number nice. I don't need money right now, so almost any extra money is worth it for the wait."
Female,African American,20,4,2,2,200.0,"I would need a pretty high incentive to wait an entire month. PLus, if I had to wait, I woul dwant to be able to cover rent"
Female,African American,23,4,2,2,100.0,I would want twice as much for the inconvenience.
Male,Caucasian,28,4,2,2,100.0,"In order to wait a month, I feel that double the original sum ($100) as a reward would be necessary.  The $100 mark is an almost magical monetary amount, that would be worth waiting for in my opinion."
Male,Caucasian,46,4,2,2,150.0,The money would have to be tripled that is saying $150.00. Because I am in desperate need of money I cannot always wait a month for the money as I have bills to pay.
Female,African American,25,4,2,2,70.0,"I would like at least $20 more to make it worthwhile. I work part-time so an extra $50 would be needed right now, rather than later."
Female,Caucasian,19,4,2,2,200.0,It would have to be like 4 times as much.  Because 50 isn't alot and nor is 100 but 200 is.  
Male,Caucasian,25,4,2,2,55.0,I don't need money right now. I'd rather wait for almost any amount more. 
Male,African American,18,4,2,2,100.0,Waiting 1 month would be bearable in comarison to getting $50 immediately. I have no urgent need for money so I'd be willing to wait.
Male,Caucasian,24,4,2,2,150.0,"I would rather have more money in one month. 50 dollars is not a big enough amount of money to make much of a difference to me right now, so I would rather put it off and get a larger amount of money later. 150 dollars seems like a reasonable amount to receive for waiting a month."
Female,Caucasian,40,4,2,2,60.0,"I have no guarantee that in a month I will receive this money. Therefore if I will agree to wait month before them to receive, I would like to obtain compensation for uncertainty."
Male,Caucasian,21,4,2,2,70.0,"In order to wait a month for the money, I would need to get an additional $20 or more. I would prefer to receive about $5 more for every week that it would additionally take to receive my money."
Male,Caucasian,25,4,2,2,55.0,"I would wait one month for anything over $55.  One month is not a long time to wait and a 10% increase in winnings is worth it.  I am always willing to put off gaining money if it will increase my earnings, especially when I don't need that money at the moment."
Male,Caucasian,21,4,2,2,80.0,It is hard to turn down money that is right in front of me even if I would be receiving slightly more in a month. The amount that I would receive in a month would have to be somewhat significant for me to wait. 
Female,Caucasian,46,4,2,2,70.0,It would depend on my financial situation at the time. If I didn't need the money I would wait a month for more money at any amount.  If I needed the $50 I would just take it now.  In my current situation I would wait 1 month for an extra $20.
Male,Caucasian,30,4,2,2,75.0,"I'd wait, if I could if it was $75. Being that uch more would be better than any other interest or investment."
Female,Caucasian,29,4,2,2,75.0,"It would be worth it to wait for 1 month for $25.  That way it seems more like an investment, rather than a prize I could ""just blocw"" and wasn't expecting."
Female,Caucasian,18,4,2,2,55.0,"It wouldn't take much more than $50 to justify waiting a month. I don't have monthly bills to pay because I go to college and have a full scholarship, and my parents pay for my phone. When I want to buy something, it's more long-term, so I wouldn't mind waiting a month to get money, especially when it's something I won and didn't have to work for."
Male,Caucasian,20,4,2,2,200.0,Probably receive more in 1 month. $50 isn't much but I'd like to have more.
Female,African American,34,4,2,2,150.0,If I wan able to get $150 in a month i would wait til then b/c a month is not a long time t o wait.
Female,Caucasian,27,4,2,2,55.0,I don't think that a month is that long to wait for extra money. You are making pure profit simply by waiting. 
Female,Caucasian,24,4,2,2,60.0,My boyrfriend and I don't even have enough money to buy groceries so we'd be willing to wait for extra money.
Male,Caucasian,29,4,2,2,200.0,It would have to be atleast double if not more for me to wait. If they offered 100 or 200 I would definetely wait. It would all depend on the amount
Female,Caucasian,58,4,2,2,100.0,If I had to wait I would expect 100.00 for waiting .  This is because it could be used for the time I had to wait
Male,Caucasian,33,4,2,2,75.0,"I think that a 50% bump would be appropriate -- even though to save the money I wouldn't get that much interest, $75 sounds like a good number in my mind.  "
Male,Caucasian,26,4,2,2,150.0,I will get 150 because i dont like to wait one month for 50
Male,Caucasian,53,4,2,2,100.0,"I wouold wait for 100 dollars.  If I didnt get that much I really wouldn't wait, I would want to ue the fifty right away.  Why hould I wait unless it was worth it."
Male,African American,24,4,2,2,100.0,I would have to receive at least double the initial amount to wait a month.  I feel that unless I am increasing my win by 100% then I'd rather just take the $50 since I didn't expect to get it.
Female,Caucasian,35,4,2,2,100.0,I would want it to be at least double. $50 is a small amount to win- much less to wait a month to be awarded.
Male,Caucasian,41,4,2,2,75.0,75 would make me want to wait a month - more would be better if that was possible. I think the extra 25 would make it worthwhile
Male,Caucasian,45,4,2,2,55.0,I am always focused on delaying gratification and the value of maximizing one's money so I would require $55 (or a $5 increase) for waiting one month.   That would be a 10% return for 30 days - which is an excellent return from a financial perspective.   
Male,Asian American,24,4,2,2,54.0,needs to be at least 7% or more to match a potential 7% return if you were to invest the 50$ for a month.
Female,Caucasian,19,4,2,2,100.0,"Well, in winning a raffle you'd have some excitement and you'd always be expecting the best/more. I think if I had the chance to have $50 now, or wait a one month period I'd want that $50 doubled to $100. I think that makes the most sense."
Female,Caucasian,24,4,2,2,100.0,I would have to have won at least $100 in order for me to wait a whole motn to receive my payment. I think that the amount that I previously stated is a wait worthy amount.
Male,Caucasian,22,4,2,2,65.0,I would say $65 or 30% more. IF the month has 30 days it would be $0.50. I would not consider $50 a lot of money and could therefore wait a month without needing it.
Male,Caucasian,35,4,2,2,75.0,"I would require $75 to wait a month, probably because the $25 extra dollars would be nice and it would only take 31 days to get the extra $25.  $50 dollars won't change my life and I won't really miss it, and I'd rather have the $75.  If it's much less than $75 then I just think I'd take the $50 right now."
Male,Caucasian,23,4,2,2,70.0,Probably 70 dollars. An extra 20 bucks could help me get a tank of gas!
Male,Hispanic,22,4,2,2,80.0,I would wait the month for more money. I am the kind of guy that would rather wait for more than settle now. I feel that America's instant gratification culture has made too many people look at what would be most satisfying now rather than what would truly be better for them in the long run. 
Male,Hispanic,30,4,2,2,60.0,"Since I do not have an immediate need for $50 at this time, I wold be satisfied with just slightly a bit more money. I would actually prefer to wait a month to receive the reward, even if it was just $1-2 more dollars."
Male,Caucasian,26,4,2,2,100.0,"I would need at least twice the amount, $100.  This is because money is scarce at the moment, and the $50 alone would be a big help."
Male,Caucasian,22,4,2,2,51.0,I don't need the money right now.  i have enough to make do and i would just rather get the more money.  The only thing I care about is beating inflation or opportunity costs (e.g. compound interest) and I totally guesstimated the amount that would do that because I don't know.
Female,Hispanic,20,4,2,2,50.01,"Any amount of money over $50 I would be willing to wait one month for. I believe since I didn't have the $50 to start with, waiting another month to get $50.01 wouldn't be that bad."
Male,Caucasian,62,4,2,2,65.0,I would accept $65 to wait one month. This is an increase of $15 which would work out as a very high interest rate. I would have the patience to wait and I think it would also give me  time to really explore the options I could choose from with the additional money.
Female,Caucasian,24,4,2,2,75.0,I would choose to wait for the rest because more money is always good.
Female,Caucasian,39,4,2,2,70.0,"I am not strapped for money at the moment, so I would totally be willing to wait a month for even more money.  It's kind of like money in the bank.  It would give me a month to decide whether or not I want to save the money or splurge on something I've wanted to get but couldn't quite afford yet."
Female,Caucasian,20,4,2,2,150.0,"If I were to just simply get $100 in a month, that is doubling the original amount, I would decline. Time is money, so in order for me to want to wait a month it must be atleast $150, which triples the original amount."
Female,Caucasian,30,4,2,2,100.0,I would require probably double the amount to keep me waiting an additional month.  Either one is a small amount of money and I would not be able to focus on the fact that even a small increase is worth waiting a month.
Female,Other,19,4,2,2,60.0,"I have a choice between getting $50 to spend immediately and getting more money to spend a month later. Thus, if I choose the latter option, I may have to forgo some opportunities in the month's interim that I'd be able to do with $50 of instant cash."
Male,Caucasian,21,4,2,2,100.0,"The time value of money is that it is more valuable to have the money now than sometime in the future, so I would rather  have the $50 now than have to wait a month.  In order to wait a month, I would require an amount double to the original offer."
Male,Caucasian,20,4,2,2,150.0,"It would have to be at least 3 times more money ($150).  I would be waiting for an extra month, and that could be hard if I desperately needed the money.  That is why it would need to be at least a hundred and fifty dollars."
Female,Caucasian,29,4,2,2,55.0,Any amount of money would makin waiting one month just as attractive as getting the payment now. As little as $5 more in one month could be considered a 10% profit on the original winnings.
Male,Caucasian,25,4,2,2,60.0,"If I don't need the money now, I would be willing to wait for a larger amount."
Female,Pacific Islander,52,4,2,2,100.0,"I would want to wait one month. I would at least expect the reward to be doubled if I were to wait longer to receive it. After all, I could have gotten a little bit of interest or invested the $50 if I got it immediately."
Female,Caucasian,35,4,2,2,70.0,I AM PRETTY POOR RIGHT NOW SO I WOULD WAIT AN EXTRA MONTH FOR $20 OR MORE.
Male,Caucasian,32,4,2,2,100.0,if the amount was less than double of the original prize it would not be worth my time waiting. i would rather have the 50 now to pay bills ahead of time.
Female,Hispanic,19,4,2,2,500.0,i would wait one month for more than 500 $ because that is less than a pay check and enough to make me happy 
Male,Caucasian,25,4,2,2,300.0,"I am pretty broke right now so I can use the money now.  I mean, I'm doing mechanical turks on Amazon during my free time when I could be doing something else.  That should say it all."
Female,Caucasian,27,4,2,2,60.0,I chose $60 because it is $10 more. $50 is not much money and I can't  do much with it in a month so having $10 more in a month is just as attractive.
Female,Asian American,22,4,2,2,60.0,"I would wait one month for $60. That is 20% more than the original, and I can think of a few things I'd like to buy with $10."
Male,Caucasian,53,4,2,2,75.0,"I would expect the payment to be $75.00 or more to delay the payment to a later time.  However, for a short delay of one month, I may accept the later payment for more regardless of how much more"
Female,Caucasian,48,4,2,2,100.0,"I would wait 1 month if the increase was 100.00. I could use that money to pay bills, food or fuel to keep warm."
Male,Caucasian,26,4,2,2,100.0,"Most likely I would take the larger amount of money.  Mainly I would do this because of the obvious, which is that it is more money.  But also a wait of a month is not that long and receiving 50$ up front is not a huge gain anyway."
Female,Caucasian,34,4,2,2,53.0,I would wait for another month for a couple extra dollars.  If I could make more money by waiting than that would be the way to go
Female,African American,32,4,2,2,60.0,"I would want at least 60 more dollars. If I have to wait another month, I believe it should pay off."
Female,African American,57,4,2,2,100.0,"""Anything worth having is worth waiting for"".  Double the amount would make the amount worth waiting."
Female,African American,27,4,2,2,200.0,If I was offered a couple of hundred more I would wait one month. I can pay a bill with lets says 200 hundred dollars and the only thing I can do with 50 is probably get some fast food.
Male,African American,31,4,2,2,90.0,I would choose to receive more than 50 dollars in one month. I'm a situation where I can wait to receive more since I'm doing ok money wise at the moment. 
Female,Caucasian,29,4,2,2,100.0,"If my amount won was doubled or tripled in one months time I would consider waiting. However, if it was only say about $10-$30 more then I would choose to take the original amount won right then."
Female,Caucasian,57,4,2,2,100.0,"I think the amount should be doubled if I have to wait one month, so $100.00 total would do it for me. The reasoning behind this is that it wouldn't be worth my time to wail for a smaller amount. "
Female,Caucasian,36,4,2,2,100.0,i would rather wait to recieve the money. Waiting for more is worth it
Female,Caucasian,27,4,2,2,200.0,"If I had to wait a month, I'd be willing to accept $200 for the wait.  Good things come to those who wait, is what would be running through my mind.  Even though it would be nice to have $50 now, it'd be even better to have $200 a month from now."
Female,Caucasian,43,4,2,2,100.0,I would wait for another month if it was doubled in amount. Its not that much longer and you would double your earnings.
Male,African American,34,4,2,2,150.0,I would want to recieve at least 150 in return because I would want to charge at least some interest on the  original 50 dollars. / My time waiting i could of have made 50 dollars of my 50 dollars .
Male,Caucasian,40,4,2,2,60.0,"To me, $50 is not that large an amount to begin with, and waiting a month to receive the payment is not that long to wait.  I would expect to be paid more as a reward for waiting, but it doesn't need to be a lot more compared to the original amount."
Female,Asian American,25,4,2,2,100.0,"If the amount were doubled, I would be more willing to wait a month for the reward. Waiting a month and getting an extra $50 without really doing much work isn't such a bad deal. "
Female,Caucasian,19,4,2,2,60.0,i would wait one month if the money was $60 or more. I am a college student who is poor as it is so anything more than $50 would be great.
Male,Caucasian,54,4,2,2,60.0, Any increase would be worth the wait if I'm not broke or hungry. I had nothing to start with and free money is free money.
Female,Caucasian,22,4,2,2,100.0,I believe doubling the amount I'd get would be make the money a lot more attractive. I believe it is worth it to wait for a month to get more money.
Male,Caucasian,25,4,2,2,200.0,I would think about how bad i needed the money at that moment. If i really needed it i would take it right away but if was to get 4 times the amount of money in a month that would make it more appealing for me to wait. if it was just double the amount of 50 dollars then i would definitely take it right away.
Female,Caucasian,39,4,2,2,100.0,The amount of the raffle would have to double.  Getting $100 would be great.
Male,Caucasian,18,4,2,2,57.0,I would like to get paid now. Waiting hurts. I get older. Not to mention inflation. 
Male,Caucasian,44,4,2,2,100.0,"I would wait for nothing less than 100.00 In my current financial state, I would be tempted to grab the 50, but my survival instincts would kick in, rationalizing the wait. I would not overspend that month so as not to invalidate that reward."
Female,Caucasian,20,5,1,3,200.0,
Female,Caucasian,55,5,1,3,300.0,
Male,Caucasian,47,5,1,3,125.0,
Male,Caucasian,49,5,1,3,150.0,
Male,Caucasian,57,5,1,3,105.0,
Female,Caucasian,45,5,1,3,150.0,
Female,Caucasian,31,5,1,3,200.0,
Female,Caucasian,22,5,1,3,150.0,
Female,Caucasian,23,5,1,3,110.0,
Female,Caucasian,32,5,1,3,200.0,
Male,Caucasian,27,5,1,3,150.0,
Female,Caucasian,22,5,1,3,120.0,
Female,Caucasian,55,5,1,3,110.0,
Male,Caucasian,50,5,1,3,150.0,
Female,Caucasian,34,5,1,3,500.0,
Male,Caucasian,23,5,1,3,110.0,
Male,Asian American,32,5,1,3,150.0,
Male,Caucasian,18,5,1,3,300.0,
Female,Caucasian,22,5,1,3,105.0,
Female,African American,50,5,1,3,125.0,
Male,Caucasian,51,5,1,3,200.0,
Female,Caucasian,20,5,1,3,500.0,
Female,Caucasian,24,5,1,3,200.0,
Female,Caucasian,40,5,1,3,200.0,
Female,Caucasian,59,5,1,3,110.0,
Female,Caucasian,24,5,1,3,200.0,
Male,Caucasian,24,5,1,3,2000.0,
Male,Caucasian,25,5,1,3,130.0,
Male,Caucasian,25,5,1,3,150.0,
Female,Caucasian,26,5,1,3,175.0,
Male,Caucasian,30,5,1,3,200.0,
Female,Caucasian,36,5,1,3,150.0,
Male,Caucasian,40,5,1,3,140.0,
Female,Caucasian,48,5,1,3,200.0,
Male,Caucasian,45,5,1,3,130.0,
Male,Caucasian,68,5,1,3,110.0,
Male,Caucasian,35,5,1,3,125.0,
Male,Caucasian,37,5,1,3,150.0,
Male,Hispanic,25,5,1,3,300.0,
Male,Asian American,18,5,1,3,150.0,
Female,Caucasian,41,5,1,3,200.0,
Male,Caucasian,21,5,1,3,200.0,
Female,Caucasian,30,5,1,3,500.0,
Male,Asian American,30,5,1,3,900.0,
Male,Caucasian,28,5,1,3,500.0,
Male,Caucasian,35,5,1,3,180.0,
Female,Caucasian,64,5,1,3,150.0,
Male,Asian American,18,5,1,3,120.0,
Male,Caucasian,23,5,1,3,150.0,
Male,Caucasian,26,5,1,3,110.0,
Male,Caucasian,22,5,1,3,200.0,
Male,African American,19,5,1,3,120.0,
Male,Asian American,30,5,1,3,180.0,
Male,Caucasian,18,5,1,3,100000.0,
Male,Caucasian,27,5,1,3,200.0,
Male,African American,25,5,1,3,200.0,
Male,Caucasian,21,5,1,3,500.0,
Female,Caucasian,18,5,1,3,200.0,
Male,Asian American,19,5,1,3,150.0,
Male,Caucasian,29,5,1,3,200.0,
Male,Caucasian,28,5,1,3,120.0,
Male,Caucasian,28,5,1,3,110.0,
Female,Caucasian,20,5,1,3,150.0,
Female,African American,22,5,1,3,250.0,
Male,Caucasian,30,5,1,3,150.0,
Male,Caucasian,22,5,1,3,350.0,
Male,Caucasian,41,5,1,3,110.0,
Male,Caucasian,41,5,1,3,150.0,
Male,Caucasian,32,5,1,3,125.0,
Male,Hispanic,21,5,1,3,200.0,
Female,Caucasian,23,5,1,3,200.0,
Male,Caucasian,28,5,1,3,140.0,
Male,Caucasian,23,5,1,3,200.0,
Male,Caucasian,39,5,1,3,125.0,
Female,Caucasian,29,5,1,3,500.0,
Female,African American,50,5,1,3,150.0,
Female,Caucasian,39,5,1,3,200.0,
Female,Asian American,29,5,1,3,500.0,
Female,Caucasian,24,5,1,3,150.0,
Female,Caucasian,26,5,1,3,150.0,
Female,African American,32,5,1,3,150.0,
Male,Caucasian,27,5,1,3,500.0,
Male,Caucasian,21,5,1,3,125.0,
Female,Caucasian,49,5,1,3,150.0,
Female,Caucasian,19,5,1,3,300.0,
Male,Caucasian,27,5,1,3,150.0,
Female,African American,25,5,1,3,200.0,
Female,Caucasian,48,5,1,3,150.0,
Male,African American,24,5,1,3,110.0,
Male,Asian American,24,5,1,3,133.0,
Male,Caucasian,73,5,1,3,125.0,
Male,Caucasian,19,5,1,3,150.0,
Female,African American,33,5,1,3,200.0,
Female,Caucasian,35,5,1,3,150.0,
Male,Caucasian,24,5,1,3,125.0,
Male,Caucasian,27,5,1,3,175.0,
Male,Caucasian,20,5,1,3,165.0,
Female,Asian American,22,5,1,3,200.0,
Male,Caucasian,42,5,1,3,200.0,
Male,Hispanic,35,5,1,3,200.0,
Female,Caucasian,41,5,1,3,500.0,
Male,Asian American,42,5,1,3,150.0,
Female,Caucasian,35,5,1,3,200.0,
Male,Caucasian,40,5,1,3,125.0,
Female,Caucasian,32,5,1,3,200.0,
Male,Caucasian,22,5,1,3,150.0,
Male,Caucasian,28,5,1,3,200.0,
Female,Caucasian,30,5,1,3,50000.0,
Male,Caucasian,20,5,1,3,500.0,
Female,Caucasian,24,5,1,3,150.0,
Female,Caucasian,21,5,1,3,300.0,
Male,Caucasian,41,5,1,3,125.0,
Female,Caucasian,21,5,1,3,200.0,
Female,Caucasian,50,5,1,3,125.0,
Male,Caucasian,29,5,1,3,125.0,
Female,Caucasian,30,5,1,3,110.0,
Female,Caucasian,46,5,1,3,125.0,
Male,Caucasian,21,5,1,3,120.0,
Male,Hispanic,24,5,1,3,200.0,
Male,Asian American,17,5,1,3,200.0,
Male,Caucasian,29,5,1,3,200.0,
Male,Caucasian,26,5,1,3,200.0,
Male,Caucasian,37,5,1,3,110.0,
Female,Caucasian,41,5,1,3,200.0,
Male,African American,24,5,1,3,200.0,
Male,Caucasian,54,5,1,3,120.0,
Female,Caucasian,34,5,1,3,125.0,
Male,Caucasian,24,5,1,3,150.0,
Male,Caucasian,24,5,1,3,200.0,
Male,Caucasian,18,5,1,3,200.0,
Male,Caucasian,28,5,1,3,5000.0,
Male,Caucasian,26,5,1,3,200.0,
Female,African American,28,5,1,3,500.0,
Male,Caucasian,29,5,1,3,110.0,
Male,Caucasian,52,5,1,3,200.0,
Male,Caucasian,25,5,1,3,200.0,
Female,African American,27,5,1,3,300.0,
Male,Caucasian,24,5,1,3,250.0,
Female,Caucasian,21,5,1,3,300.0,
Female,Caucasian,28,5,1,3,400.0,
Female,Caucasian,29,5,1,3,120.0,
Female,Caucasian,51,5,1,3,150.0,
Female,Caucasian,36,5,1,3,200.0,
Female,Caucasian,28,5,1,3,150.0,
Male,Caucasian,20,5,1,3,300.0,
Female,Caucasian,31,5,1,3,200.0,
Male,Caucasian,21,5,1,3,150.0,
Male,Caucasian,22,5,1,3,500.0,
Female,Caucasian,28,5,1,3,150.0,
Female,Caucasian,27,5,1,3,150.0,
Female,African American,21,5,1,3,500.0,
Male,Caucasian,37,5,1,3,120.0,
Male,Caucasian,49,5,1,3,250.0,
Male,Caucasian,45,5,1,3,110.0,
Male,Asian American,23,5,1,3,200.0,
Female,Asian American,27,5,1,3,200.0,
Female,Caucasian,21,5,1,3,180.0,
Female,African American,23,5,1,3,1000.0,
Female,Caucasian,29,5,1,3,175.0,
Male,Caucasian,38,6,2,3,250.0,"I would be willing to wait a month for a minimum of $150 more.  My logic for this is that I do need $100 right now, but I would not be very smart to not be willing to wait one month in order to recieve that amount more"
Male,African American,19,6,2,3,300.0,"If I won a raffle for $100 I probably would take it now. But if in a month it was $300 or more, I would wait. I need the money."
